Site_id	Ip_counts	Input_counts	m6a_ratio	Sample_group_id	Beta_level
ENSG00000008323_exon_19_465_chr12_+_6436883_6437034	755;549;671;403;335;282	40;110;95;20;101;42	10.347;4.005;5.592;12.771;2.375;5.638	1;1;1;2;2;2	1;0
ENSG00000008382_exon_2_107_chr19_+_4343707_4343858	101;105;135;178;135;118	22;58;23;20;28;36	2.493;1.448;4.573;5.662;3.398;2.773	1;1;1;2;2;2	0.917;0.083
ENSG00000008710_exon_1_726_chr16_-_2139435_2139586	89;77;118;84;76;92	30;68;33;26;51;54	1.646;0.896;2.83;2.074;1.073;1.449	1;1;1;2;2;2	0.82;0.18
ENSG00000008710_exon_1_760_chr16_-_2139469_2139620	123;95;140;127;98;108	37;59;45;19;90;94	1.821;1.281;2.485;4.251;0.779;0.975	1;1;1;2;2;2	0.438;0.562
ENSG00000008710_exon_1_902_chr16_-_2139611_2139762	144;83;90;120;94;78	26;56;67;19;97;88	3.043;1.187;1.069;4.009;0.696;0.754	1;1;1;2;2;2	0.237;0.763
ENSG00000008710_exon_24_1976_chr16_-_2160227_2160378	257;155;188;111;76;86	48;52;68;33;28;45	2.972;2.384;2.186;2.175;1.925;1.614	1;1;1;2;2;2	0.443;0.557
ENSG00000008710_exon_24_2084_chr16_-_2160335_2160486	305;214;211;129;98;124	46;52;66;25;32;23	3.677;3.281;2.525;3.323;2.172;4.526	1;1;1;2;2;2	0.622;0.378
ENSG00000008710_exon_24_485_chr16_-_2158736_2158887	389;224;318;309;234;225	36;58;70;29;48;40	5.887;3.068;3.576;6.866;3.488;4.744	1;1;1;2;2;2	0.985;0.015
ENSG00000008735_exon_5_1068_chr22_+_51043336_51043487	185;92;112;108;91;85	68;71;61;48;50;37	1.497;1.044;1.46;1.467;1.311;1.961	1;1;1;2;2;2	0.21;0.79
ENSG00000008735_exon_5_319_chr22_+_51042587_51042738	65;54;87;58;39;42	36;63;26;61;40;22	0.984;0.69;2.602;0.624;0.706;1.616	1;1;1;2;2;2	0.038;0.962
ENSG00000008735_exon_5_714_chr22_+_51042982_51043133	857;384;517;545;394;409	105;113;206;122;145;134	4.507;2.722;1.987;2.927;1.942;2.598	1;1;1;2;2;2	0.966;0.034
ENSG00000008735_exon_5_834_chr22_+_51043102_51043253	793;345;463;461;331;389	125;161;121;108;154;113	3.511;1.716;3.039;2.816;1.536;2.904	1;1;1;2;2;2	0.031;0.969
ENSG00000008735_exon_5_999_chr22_+_51043267_51043418	212;120;155;128;122;112	109;88;88;49;72;46	1.077;1.091;1.385;1.714;1.211;2.04	1;1;1;2;2;2	0.999;0.001
ENSG00000008838_exon_1_209_chr17_-_38175557_38175708	71;57;70;50;39;42	26;52;82;61;57;28	1.51;0.883;0.678;0.546;0.499;1.257	1;1;1;2;2;2	0.978;0.022
ENSG00000008838_exon_1_413_chr17_-_38175761_38175912	241;149;186;162;136;110	59;87;108;74;77;128	2.261;1.368;1.37;1.438;1.256;0.729	1;1;1;2;2;2	0.322;0.678
ENSG00000008853_exon_11_228_chr8_+_22864467_22864618	271;207;271;244;208;159	121;56;98;112;87;97	1.24;2.934;2.187;1.425;1.703;1.386	1;1;1;2;2;2	0.978;0.022
ENSG00000008853_exon_11_324_chr8_+_22864563_22864714	682;517;646;539;473;525	196;59;176;154;139;181	1.933;6.961;2.902;2.3;2.431;2.457	1;1;1;2;2;2	0.937;0.063
ENSG00000008853_exon_11_339_chr8_+_22864578_22864729	724;551;679;599;518;561	196;59;177;161;141;184	2.051;7.414;3.035;2.447;2.622;2.594	1;1;1;2;2;2	0.071;0.929
ENSG00000008853_exon_11_396_chr8_+_22864635_22864786	668;509;610;582;471;516	123;46;146;94;111;152	3.004;8.822;3.302;4.075;3.043;2.885	1;1;1;2;2;2	0.003;0.997
ENSG00000008853_exon_11_45_chr8_+_22864284_22864435	173;157;193;193;148;103	105;60;72;46;65;63	0.912;2.086;2.113;2.736;1.615;1.383	1;1;1;2;2;2	0.418;0.582
ENSG00000008853_exon_11_453_chr8_+_22864692_22864843	774;550;675;621;513;573	134;52;140;127;184;181	3.189;8.417;3.822;3.204;2.001;2.677	1;1;1;2;2;2	0.999;0.001
ENSG00000008853_exon_11_569_chr8_+_22864808_22864959	282;137;181;203;161;170	69;44;67;61;128;67	2.25;2.496;2.137;2.185;0.906;2.167	1;1;1;2;2;2	0.817;0.183
ENSG00000008853_exon_11_696_chr8_+_22864935_22865086	735;467;577;604;411;456	71;125;180;81;34;93	5.7;2.989;2.548;4.906;8.565;4.14	1;1;1;2;2;2	0.961;0.039
ENSG00000008853_exon_11_774_chr8_+_22865013_22865164	762;499;616;608;437;483	56;97;222;121;62;135	7.48;4.1;2.196;3.288;5.064;3.041	1;1;1;2;2;2	0.992;0.008
ENSG00000008853_exon_16_2177_chr8_+_22876940_22877091	98;108;112;64;58;66	31;67;68;80;54;39	1.754;1.285;1.3;0.529;0.777;1.427	1;1;1;2;2;2	0.966;0.034
ENSG00000008853_exon_16_2209_chr8_+_22876972_22877123	98;109;111;65;59;66	31;67;68;80;54;39	1.754;1.296;1.288;0.538;0.789;1.427	1;1;1;2;2;2	0.137;0.863
ENSG00000008853_exon_16_2624_chr8_+_22877387_22877538	81;118;127;69;71;69	65;77;52;108;52;47	0.698;1.231;1.93;0.421;0.988;1.24	1;1;1;2;2;2	0.12;0.88
ENSG00000008853_exon_16_2638_chr8_+_22877401_22877552	85;119;129;70;71;69	65;77;52;108;52;47	0.715;1.241;1.96;0.427;0.988;1.24	1;1;1;2;2;2	0.987;0.013
ENSG00000008853_exon_16_2662_chr8_+_22877425_22877576	49;99;107;48;59;54	53;28;39;54;35;35	0.514;2.761;2.146;0.591;1.206;1.326	1;1;1;2;2;2	0.566;0.434
ENSG00000008952_exon_11_136_chr3_+_169710516_169710667	2629;2252;1815;4908;2236;4144	102;117;155;139;98;201	14.208;15.404;9.28;23.149;16.297;17.516	1;1;1;2;2;2	0.94;0.06
ENSG00000008952_exon_11_173_chr3_+_169710553_169710704	2632;2259;1839;4984;2282;4204	97;117;137;134;96;218	15.049;15.45;10.648;24.371;16.975;16.384	1;1;1;2;2;2	0.803;0.197
ENSG00000008952_exon_11_189_chr3_+_169710569_169710720	3029;2592;2112;5760;2532;4715	103;128;154;144;122;230	16.22;16.167;10.873;26.238;14.883;17.359	1;1;1;2;2;2	0.989;0.011
ENSG00000008952_exon_11_220_chr3_+_169710600_169710751	4491;3825;3231;8768;3766;6881	130;206;191;262;198;366	19.165;14.833;13.378;22.002;13.588;15.98	1;1;1;2;2;2	0.971;0.029
ENSG00000008952_exon_11_226_chr3_+_169710606_169710757	4304;3609;3044;8338;3554;6510	134;187;174;273;192;365	17.726;15.458;13.842;20.091;13.28;15.162	1;1;1;2;2;2	0.996;0.004
ENSG00000008952_exon_11_232_chr3_+_169710612_169710763	4022;3414;2884;7900;3337;6056	120;188;159;255;164;336	18.507;14.541;14.346;20.362;14.562;15.31	1;1;1;2;2;2	0.925;0.075
ENSG00000008952_exon_11_294_chr3_+_169710674_169710825	3461;2976;2631;6923;2923;5302	103;150;146;229;142;354	18.532;15.888;14.233;19.843;14.69;12.721	1;1;1;2;2;2	0.832;0.168
ENSG00000008952_exon_11_305_chr3_+_169710685_169710836	3297;2841;2544;6553;2791;5033	90;147;146;218;146;338	20.225;15.486;13.764;19.717;13.653;12.645	1;1;1;2;2;2	0.087;0.913
ENSG00000008952_exon_11_311_chr3_+_169710691_169710842	3260;2734;2487;6394;2728;4918	85;145;156;230;162;341	21.1;15.115;12.625;18.248;12.049;12.24	1;1;1;2;2;2	0.325;0.675
ENSG00000008952_exon_11_318_chr3_+_169710698_169710849	3114;2616;2367;6091;2602;4709	77;143;156;230;154;325	22.369;14.674;12.019;17.385;12.079;12.295	1;1;1;2;2;2	0.938;0.062
ENSG00000008952_exon_11_366_chr3_+_169710746_169710897	3057;2538;2325;5975;2545;4609	81;162;133;230;155;280	20.935;12.525;13.79;17.052;11.741;13.948	1;1;1;2;2;2	0.695;0.305
ENSG00000008952_exon_11_400_chr3_+_169710780_169710931	1759;1423;1289;3389;1508;2604	54;111;86;158;87;222	17.865;10.27;11.794;14.088;12.35;9.954	1;1;1;2;2;2	0.943;0.057
ENSG00000008952_exon_11_412_chr3_+_169710792_169710943	1071;883;819;2040;986;1719	36;78;50;116;59;143	16.178;9.064;12.923;11.499;11.979;10.174	1;1;1;2;2;2	0.364;0.636
ENSG00000008952_exon_11_59_chr3_+_169710439_169710590	1611;1367;1126;2953;1396;2653	54;78;147;109;85;156	16.362;14.021;6.051;17.692;11.699;14.418	1;1;1;2;2;2	0.085;0.915
ENSG00000008952_exon_11_70_chr3_+_169710450_169710601	1718;1458;1196;3162;1457;2848	54;85;147;109;85;158	17.45;13.698;6.424;18.943;12.206;15.273	1;1;1;2;2;2	0.448;0.552
ENSG00000008952_exon_11_96_chr3_+_169710476_169710627	2124;1769;1434;3827;1782;3335	67;99;155;122;92;161	17.372;14.22;7.334;20.525;13.819;17.532	1;1;1;2;2;2	0.507;0.493
ENSG00000008952_exon_6_58_chr3_+_169700481_169700632	974;998;781;1665;1254;1741	134;231;185;484;313;532	4.012;3.459;3.349;2.265;2.873;2.782	1;1;1;2;2;2	0.415;0.585
ENSG00000009335_exon_24_115_chr7_+_157060392_157060543	145;79;96;121;77;101	29;88;30;67;68;123	2.77;0.724;2.566;1.189;0.807;0.696	1;1;1;2;2;2	0.978;0.022
ENSG00000009335_exon_24_128_chr7_+_157060405_157060556	145;77;95;120;72;98	29;67;28;67;68;123	2.77;0.921;2.633;1.179;0.758;0.676	1;1;1;2;2;2	0.587;0.413
ENSG00000009335_exon_24_162_chr7_+_157060439_157060590	160;103;128;147;105;123	41;75;39;67;82;124	2.144;1.1;2.576;1.443;0.919;0.845	1;1;1;2;2;2	0.024;0.976
ENSG00000009335_exon_24_286_chr7_+_157060563_157060714	216;131;176;179;153;169	41;124;33;42;56;107	2.897;0.85;4.221;2.781;1.959;1.344	1;1;1;2;2;2	0.086;0.914
ENSG00000009335_exon_24_303_chr7_+_157060580_157060731	486;337;389;464;301;333	70;175;66;77;114;147	3.816;1.54;4.66;3.961;1.895;1.916	1;1;1;2;2;2	0.422;0.578
ENSG00000009335_exon_24_313_chr7_+_157060590_157060741	491;336;394;470;298;334	70;175;66;83;107;147	3.859;1.532;4.721;3.728;1.998;1.921	1;1;1;2;2;2	0.667;0.333
ENSG00000009335_exon_24_396_chr7_+_157060673_157060824	565;370;447;525;338;365	82;173;79;117;152;171	3.784;1.71;4.477;2.939;1.592;1.813	1;1;1;2;2;2	0.903;0.097
ENSG00000009335_exon_24_470_chr7_+_157060747_157060898	486;331;386;475;270;303	71;125;113;78;146;127	3.766;2.116;2.704;3.999;1.323;2.018	1;1;1;2;2;2	0.035;0.965
ENSG00000009335_exon_24_51_chr7_+_157060328_157060479	149;89;104;128;95;96	85;105;86;99;125;150	0.965;0.678;0.952;0.857;0.548;0.546	1;1;1;2;2;2	0.879;0.121
ENSG00000009335_exon_24_760_chr7_+_157061037_157061188	98;87;112;152;77;101	36;50;72;97;75;35	1.484;1.394;1.224;1.037;0.734;2.469	1;1;1;2;2;2	0.43;0.57
ENSG00000009335_exon_24_887_chr7_+_157061164_157061315	85;61;98;136;68;84	36;53;42;61;34;47	1.284;0.924;1.834;1.461;1.418;1.509	1;1;1;2;2;2	0.986;0.014
ENSG00000009335_exon_24_891_chr7_+_157061168_157061319	69;53;80;104;55;59	34;50;32;38;26;47	1.108;0.858;1.992;1.79;1.506;1.056	1;1;1;2;2;2	0.828;0.172
ENSG00000009413_exon_21_1023_chr6_-_111694820_111694971	303;255;279;430;203;423	24;53;33;46;27;30	6.88;3.824;6.685;6.089;5.291;11.678	1;1;1;2;2;2	0.378;0.622
ENSG00000009413_exon_21_1039_chr6_-_111694836_111694987	291;238;270;411;193;413	24;53;33;46;31;30	6.605;3.579;6.466;5.824;4.415;11.392	1;1;1;2;2;2	0.368;0.632
ENSG00000009413_exon_21_1074_chr6_-_111694871_111695022	267;223;243;382;177;389	24;52;21;46;31;30	6.054;3.414;9.039;5.412;4.049;10.742	1;1;1;2;2;2	0.665;0.335
ENSG00000009413_exon_21_915_chr6_-_111694712_111694863	315;267;289;443;194;440	28;58;27;55;28;24	6.201;3.66;8.262;5.271;4.895;15.282	1;1;1;2;2;2	0.815;0.185
ENSG00000009413_exon_21_932_chr6_-_111694729_111694880	310;265;287;433;193;440	28;58;27;55;27;24	6.093;3.634;8.204;5.147;5.045;15.282	1;1;1;2;2;2	0.794;0.206
ENSG00000009413_exon_21_939_chr6_-_111694736_111694887	310;266;291;436;197;440	29;58;27;55;27;24	5.896;3.647;8.32;5.184;5.144;15.315	1;1;1;2;2;2	0.822;0.178
ENSG00000009413_exon_21_965_chr6_-_111694762_111694913	312;276;303;442;200;456	30;58;33;55;27;25	5.752;3.778;7.246;5.258;5.218;15.18	1;1;1;2;2;2	0.615;0.385
ENSG00000009413_exon_21_982_chr6_-_111694779_111694930	308;258;291;436;200;438	27;63;33;48;27;25	6.258;3.244;6.978;5.925;5.218;14.583	1;1;1;2;2;2	0.18;0.82
ENSG00000009844_exon_8_112_chr6_+_142539745_142539896	161;84;101;177;101;149	50;78;58;44;70;38	1.759;0.869;1.361;2.627;1.024;3.31	1;1;1;2;2;2	0.837;0.163
ENSG00000009844_exon_8_116_chr6_+_142539749_142539900	161;84;101;179;101;152	50;78;62;44;70;38	1.759;0.869;1.291;2.657;1.024;3.394	1;1;1;2;2;2	0.715;0.285
ENSG00000009844_exon_8_84_chr6_+_142539717_142539868	159;85;94;173;98;139	50;78;58;39;71;35	1.735;0.879;1.279;2.886;0.982;3.383	1;1;1;2;2;2	0.612;0.388
ENSG00000009844_exon_8_88_chr6_+_142539721_142539872	159;85;94;173;98;139	50;78;58;39;71;35	1.735;0.879;1.279;2.886;0.982;3.383	1;1;1;2;2;2	0.486;0.514
ENSG00000010244_exon_14_123_chr17_+_30696739_30696890	177;127;124;119;98;133	90;108;40;39;23;65	1.091;0.943;2.428;1.987;2.986;1.715	1;1;1;2;2;2	0.708;0.292
ENSG00000010244_exon_14_271_chr17_+_30696887_30697038	400;260;272;297;229;257	112;58;58;57;49;72	1.984;3.568;3.672;3.408;3.349;3.028	1;1;1;2;2;2	0.449;0.551
ENSG00000010292_exon_1_206_chr12_+_6602726_6602877	148;100;92;164;139;96	61;33;75;67;79;45	1.341;2.365;0.983;1.606;1.251;1.789	1;1;1;2;2;2	0.466;0.534
ENSG00000010292_exon_1_242_chr12_+_6602762_6602913	120;89;85;148;132;70	60;34;52;77;90;52	1.108;2.053;1.297;1.267;1.049;1.154	1;1;1;2;2;2	0.661;0.339
ENSG00000010292_exon_1_281_chr12_+_6602801_6602952	165;102;112;154;125;83	41;27;42;49;89;55	2.217;2.946;2.08;2.06;1.007;1.276	1;1;1;2;2;2	0.693;0.307
ENSG00000010292_exon_1_304_chr12_+_6602824_6602975	157;103;113;148;122;83	38;22;36;39;88;54	2.269;3.65;2.469;2.471;0.995;1.301	1;1;1;2;2;2	0.972;0.028
ENSG00000010310_exon_13_513_chr19_+_46185373_46185524	240;357;439;424;356;338	38;53;32;51;50;48	3.458;5.354;10.866;5.424;5.094;5.87	1;1;1;2;2;2	0.964;0.036
ENSG00000010310_exon_13_569_chr19_+_46185429_46185580	123;200;232;188;181;182	55;62;64;40;111;88	1.235;2.559;2.874;3.052;1.171;1.754	1;1;1;2;2;2	0.997;0.003
ENSG00000010310_exon_13_674_chr19_+_46185534_46185685	58;91;96;61;89;84	47;34;51;33;80;87	0.689;2.097;1.497;1.199;0.798;0.819	1;1;1;2;2;2	0.132;0.868
ENSG00000010322_exon_15_1057_chr3_+_52515210_52515361	943;724;828;912;852;656	80;207;152;161;189;134	6.535;2.797;4.325;3.723;3.234;4.16	1;1;1;2;2;2	0.99;0.01
ENSG00000010322_exon_15_1065_chr3_+_52515218_52515369	934;723;819;912;852;653	79;205;151;152;188;129	6.551;2.818;4.308;3.941;3.251;4.278	1;1;1;2;2;2	0.434;0.566
ENSG00000010322_exon_15_876_chr3_+_52515029_52515180	214;181;194;204;156;189	61;52;70;29;48;22	1.941;2.766;2.189;4.539;2.335;7.219	1;1;1;2;2;2	0.743;0.257
ENSG00000010322_exon_15_892_chr3_+_52515045_52515196	497;442;478;546;463;414	68;146;97;85;134;75	4.01;2.431;3.898;4.228;2.465;4.664	1;1;1;2;2;2	0.916;0.084
ENSG00000010322_exon_15_900_chr3_+_52515053_52515204	493;443;478;544;463;413	65;146;97;85;134;75	4.154;2.436;3.898;4.212;2.465;4.653	1;1;1;2;2;2	0.999;0.001
ENSG00000010322_exon_15_975_chr3_+_52515128_52515279	663;534;589;692;617;493	49;143;98;79;153;96	7.376;2.996;4.752;5.754;2.885;4.335	1;1;1;2;2;2	0.436;0.564
ENSG00000010322_exon_19_1083_chr3_+_52522293_52522444	66;66;78;84;58;62	35;20;36;31;34;28	1.027;2.589;1.713;1.75;1.221;1.844	1;1;1;2;2;2	0.929;0.071
ENSG00000010322_exon_19_124_chr3_+_52521334_52521485	438;666;761;746;702;598	85;105;129;136;144;122	2.838;5.042;4.663;3.596;3.483;4.158	1;1;1;2;2;2	0.647;0.353
ENSG00000010322_exon_19_177_chr3_+_52521387_52521538	482;749;862;835;809;672	76;79;129;139;129;119	3.509;7.582;5.282;3.941;4.503;4.795	1;1;1;2;2;2	0.84;0.16
ENSG00000010322_exon_19_24_chr3_+_52521234_52521385	122;211;229;216;183;157	49;61;87;64;121;103	1.388;2.752;2.075;2.212;1.087;1.299	1;1;1;2;2;2	0.992;0.008
ENSG00000010322_exon_23_265_chr3_+_52526151_52526302	357;234;276;322;282;216	18;27;38;28;85;41	10.537;6.782;5.694;7.389;2.368;4.429	1;1;1;2;2;2	0.998;0.002
ENSG00000010322_exon_23_271_chr3_+_52526157_52526308	342;230;263;293;254;205	18;27;38;28;73;41	10.082;6.643;5.421;6.722;2.472;4.216	1;1;1;2;2;2	0.827;0.173
ENSG00000010810_exon_1_1109_chr6_-_111982642_111982793	304;230;249;216;237;165	62;29;43;56;42;41	2.72;6.185;4.501;2.522;4.022;3.385	1;1;1;2;2;2	0.205;0.795
ENSG00000010810_exon_1_1126_chr6_-_111982659_111982810	320;236;262;223;239;174	62;29;56;59;42;48	2.858;6.366;3.668;2.477;4.055;3.033	1;1;1;2;2;2	0.909;0.091
ENSG00000010810_exon_1_1131_chr6_-_111982664_111982815	321;237;264;223;240;174	62;29;56;59;42;48	2.868;6.392;3.696;2.477;4.071;3.033	1;1;1;2;2;2	0.594;0.406
ENSG00000010810_exon_1_1154_chr6_-_111982687_111982838	366;271;284;278;274;186	62;39;92;76;46;55	3.272;5.569;2.454;2.406;4.252;2.872	1;1;1;2;2;2	0.984;0.016
ENSG00000010810_exon_1_1174_chr6_-_111982707_111982858	408;301;308;318;279;211	38;65;112;83;58;56	5.87;3.67;2.175;2.518;3.457;3.188	1;1;1;2;2;2	0.476;0.524
ENSG00000010810_exon_1_1196_chr6_-_111982729_111982880	360;242;267;271;202;170	38;58;101;84;57;56	5.172;3.318;2.086;2.122;2.543;2.576	1;1;1;2;2;2	0;1
ENSG00000010810_exon_1_1212_chr6_-_111982745_111982896	378;274;285;295;224;185	28;61;111;86;57;60	7.437;3.565;2.036;2.256;2.816;2.594	1;1;1;2;2;2	0.887;0.113
ENSG00000010810_exon_1_1237_chr6_-_111982770_111982921	384;277;293;297;226;193	28;61;109;86;57;60	7.545;3.602;2.136;2.272;2.84;2.713	1;1;1;2;2;2	0.057;0.943
ENSG00000010810_exon_1_1340_chr6_-_111982873_111983024	252;205;214;246;177;131	36;64;118;99;43;44	3.819;2.537;1.431;1.638;2.944;2.496	1;1;1;2;2;2	0.886;0.114
ENSG00000010810_exon_1_1382_chr6_-_111982915_111983066	192;198;204;185;133;107	79;49;94;86;30;68	1.347;3.221;1.719;1.414;3.134;1.344	1;1;1;2;2;2	0.102;0.898
ENSG00000010810_exon_1_1430_chr6_-_111982963_111983114	165;158;164;154;111;85	90;76;85;84;30;63	1.016;1.673;1.522;1.212;2.623;1.144	1;1;1;2;2;2	0.713;0.287
ENSG00000011007_exon_5_1005_chr1_+_24078338_24078489	1386;1062;1265;1030;991;1014	111;139;181;122;55;196	6.918;6.092;5.55;5.524;12.896;4.379	1;1;1;2;2;2	0.012;0.988
ENSG00000011007_exon_5_109_chr1_+_24077442_24077593	117;88;73;111;69;77	37;39;38;58;55;105	1.724;1.817;1.513;1.254;0.911;0.625	1;1;1;2;2;2	0.942;0.058
ENSG00000011007_exon_5_18_chr1_+_24077351_24077502	252;178;191;204;186;165	73;105;70;163;90;155	1.91;1.348;2.155;0.825;1.476;0.904	1;1;1;2;2;2	0.118;0.882
ENSG00000011007_exon_5_189_chr1_+_24077522_24077673	172;150;176;163;102;134	85;41;93;97;68;126	1.115;2.927;1.504;1.107;1.063;0.9	1;1;1;2;2;2	0.557;0.443
ENSG00000011007_exon_5_285_chr1_+_24077618_24077769	204;196;238;224;172;201	71;44;135;80;66;98	1.583;3.56;1.405;1.843;1.844;1.728	1;1;1;2;2;2	0.523;0.477
ENSG00000011007_exon_5_29_chr1_+_24077362_24077513	246;171;189;207;168;154	92;114;69;168;91;139	1.48;1.203;2.164;0.813;1.319;0.944	1;1;1;2;2;2	0.154;0.846
ENSG00000011007_exon_5_345_chr1_+_24077678_24077829	467;398;446;472;359;458	65;67;129;76;106;104	3.931;4.707;2.732;4.085;2.425;3.741	1;1;1;2;2;2	0.269;0.731
ENSG00000011007_exon_5_349_chr1_+_24077682_24077833	479;403;446;477;365;461	65;82;123;76;106;100	4.033;3.93;2.874;4.12;2.463;3.924	1;1;1;2;2;2	0.901;0.099
ENSG00000011007_exon_5_382_chr1_+_24077715_24077866	562;420;496;560;418;506	64;100;99;73;112;103	4.869;3.346;3.953;5.035;2.678;4.168	1;1;1;2;2;2	0.468;0.532
ENSG00000011007_exon_5_411_chr1_+_24077744_24077895	812;667;824;824;685;754	91;128;156;111;126;112	4.935;4.16;4.186;4.851;3.903;5.686	1;1;1;2;2;2	0.561;0.439
ENSG00000011007_exon_5_438_chr1_+_24077771_24077922	1248;999;1201;1156;1003;1043	122;133;214;135;138;138	5.654;5.992;4.451;5.616;5.185;6.411	1;1;1;2;2;2	0.998;0.002
ENSG00000011007_exon_5_525_chr1_+_24077858_24078009	2388;2259;2551;2685;2213;2204	148;168;302;161;276;258	8.9;10.739;6.705;10.954;5.739;7.248	1;1;1;2;2;2	0.122;0.878
ENSG00000011007_exon_5_546_chr1_+_24077879_24078030	2267;2183;2447;2535;2123;2067	122;147;278;144;221;258	10.272;11.902;6.976;11.547;6.876;6.798	1;1;1;2;2;2	0.931;0.069
ENSG00000011007_exon_5_562_chr1_+_24077895_24078046	2846;2606;2915;3153;2596;2485	139;230;330;170;264;339	11.326;9.069;7.016;12.193;7.032;6.223	1;1;1;2;2;2	0.153;0.847
ENSG00000011007_exon_5_594_chr1_+_24077927_24078078	2999;2778;3022;3333;2804;2620	161;216;359;137;282;355	10.331;10.313;6.685;15.948;7.119;6.267	1;1;1;2;2;2	0.115;0.885
ENSG00000011007_exon_5_651_chr1_+_24077984_24078135	2600;2434;2577;2968;2430;2283	131;215;257;161;281;290	11.016;9.081;7.958;12.111;6.192;6.681	1;1;1;2;2;2	0.982;0.018
ENSG00000011007_exon_5_66_chr1_+_24077399_24077550	235;166;170;190;156;139	88;114;69;153;65;139	1.474;1.17;1.943;0.816;1.697;0.852	1;1;1;2;2;2	0.979;0.021
ENSG00000011007_exon_5_681_chr1_+_24078014_24078165	1555;1241;1333;1566;1265;1170	121;160;156;167;126;218	7.099;6.201;6.771;6.164;7.203;4.562	1;1;1;2;2;2	0.187;0.813
ENSG00000011007_exon_5_702_chr1_+_24078035_24078186	1710;1396;1490;1738;1388;1304	126;165;148;175;131;190	7.519;6.759;7.945;6.53;7.606;5.823	1;1;1;2;2;2	0.942;0.058
ENSG00000011007_exon_5_723_chr1_+_24078056_24078207	1752;1463;1527;1813;1441;1364	126;179;159;182;136;194	7.703;6.555;7.599;6.555;7.555;5.956	1;1;1;2;2;2	0.279;0.721
ENSG00000011007_exon_5_732_chr1_+_24078065_24078216	1751;1465;1527;1807;1440;1363	126;179;163;182;136;168	7.699;6.564;7.401;6.533;7.55;6.893	1;1;1;2;2;2	0.958;0.042
ENSG00000011007_exon_5_753_chr1_+_24078086_24078237	1668;1379;1477;1676;1339;1303	131;138;188;155;104;145	7.071;7.966;6.223;7.102;9.205;7.603	1;1;1;2;2;2	0.993;0.007
ENSG00000011007_exon_5_786_chr1_+_24078119_24078270	1168;1013;1077;1163;936;953	117;108;143;162;98;64	5.505;7.526;5.961;4.716;6.822;12.489	1;1;1;2;2;2	0.016;0.984
ENSG00000011007_exon_5_797_chr1_+_24078130_24078281	1062;908;980;1030;811;862	105;104;143;157;85;64	5.587;6.945;5.424;4.308;6.796;11.289	1;1;1;2;2;2	0.548;0.452
ENSG00000011007_exon_5_818_chr1_+_24078151_24078302	1494;1290;1428;1372;1177;1258	148;177;247;168;136;152	5.57;5.846;4.584;5.367;6.172;7.031	1;1;1;2;2;2	0.521;0.479
ENSG00000011007_exon_5_82_chr1_+_24077415_24077566	122;92;72;109;70;80	37;53;26;57;47;108	1.805;1.385;2.148;1.251;1.077;0.629	1;1;1;2;2;2	0.259;0.741
ENSG00000011007_exon_5_866_chr1_+_24078199_24078350	1803;1499;1714;1522;1416;1415	160;221;301;169;106;230	6.248;5.435;4.522;5.922;9.558;5.21	1;1;1;2;2;2	0.969;0.031
ENSG00000011007_exon_5_91_chr1_+_24077424_24077575	120;91;75;111;72;81	37;55;38;58;59;120	1.772;1.32;1.555;1.254;0.884;0.574	1;1;1;2;2;2	0.661;0.339
ENSG00000011007_exon_5_927_chr1_+_24078260_24078411	1455;1153;1392;1125;1139;1102	142;191;273;124;95;216	5.677;4.833;4.046;5.941;8.561;4.34	1;1;1;2;2;2	0.483;0.517
ENSG00000011007_exon_5_962_chr1_+_24078295_24078446	1438;1086;1300;1079;1081;1032	136;177;218;126;79;217	5.841;4.921;4.724;5.605;9.733;4.041	1;1;1;2;2;2	0.461;0.539
ENSG00000011007_exon_5_991_chr1_+_24078324_24078475	1492;1147;1366;1092;1107;1097	125;175;229;128;78;211	6.607;5.231;4.733;5.588;10.087;4.404	1;1;1;2;2;2	0.857;0.143
ENSG00000011114_exon_1_5333_chr14_-_93709227_93709378	247;212;228;350;248;270	21;46;38;45;48;31	6.335;3.685;4.706;5.064;3.699;7.216	1;1;1;2;2;2	0.525;0.475
ENSG00000011114_exon_1_5367_chr14_-_93709261_93709412	149;143;152;207;143;184	21;46;22;25;50;30	3.818;2.485;5.367;5.317;2.054;5.072	1;1;1;2;2;2	0.719;0.281
ENSG00000011243_exon_7_661_chr19_-_15510033_15510184	309;284;238;186;235;235	110;126;57;84;49;104	1.557;1.806;3.278;1.456;3.432;1.916	1;1;1;2;2;2	0.955;0.045
ENSG00000011243_exon_7_680_chr19_-_15510052_15510203	344;333;255;229;293;257	154;127;60;96;60;125	1.237;2.094;3.377;1.575;3.502;1.745	1;1;1;2;2;2	0.83;0.17
ENSG00000011243_exon_9_41_chr19_-_15511250_15511401	563;902;759;734;733;795	143;107;190;165;242;135	2.182;6.761;3.161;2.926;2.174;5.007	1;1;1;2;2;2	0.901;0.099
ENSG00000011260_exon_1_129_chr17_+_49338016_49338167	98;83;91;122;87;101	22;55;68;32;21;122	2.412;1.209;1.064;2.472;2.913;0.702	1;1;1;2;2;2	0.996;0.004
ENSG00000011275_exon_17_136_chr7_-_5780738_5780889	131;85;128;104;100;101	44;86;91;70;79;52	1.647;0.795;1.121;0.983;0.902;1.647	1;1;1;2;2;2	0.776;0.224
